DATE,Inflation by Consumer Price:US,Inflation by Consumer Price:CHINA,Inflation by Consumer Price:JAPAN,GDP:CHINA
2018-01-01,2.44258329692818,2.0747903996557797,0.979903670486641,13894817549380.3
2019-01-01,1.8122100752601498,2.8992341635822703,0.476973684210521,14279937467431.0
2020-01-01,1.23358439630637,2.4194218945777997,-0.016369291209697,14722730697890.1
